epoch,loss,val_loss,train_accuracy,train_cross_entropy,train_macro_f1,train_ef_mae,train_within_one,validation_accuracy,validation_cross_entropy,validation_macro_f1,validation_ef_mae,validation_within_one,run,stage,formulation,members,sampling,weighting,optimizer,learning_rate,l2,dropout
2,0.301273634036382,0.23817063868045807,0.5022462499048199,1.0782180662814713,0.1636522617075247,0.6104469656590269,0.9012411482524937,0.5169265880562952,1.0693383070430056,0.1518746249910922,0.6101179155572461,0.8904526435907189,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
3,0.28491417566935223,0.22875200708707175,0.5179319272062742,1.0340590021027594,0.19528955222094066,0.5662834082083301,0.9233990710424123,0.5306200076074553,1.0282084747140807,0.17530418859141103,0.5709395207303157,0.9090909090909091,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
4,0.2715337971846263,0.2221479465564092,0.5288966725043783,0.9978764144369355,0.20463973585710063,0.5387192568339298,0.9368765704713318,0.5386078356789654,0.9960793086692531,0.18529140318701212,0.5462152909851654,0.9212628375808292,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
5,0.2602572242418925,0.21823997298876444,0.5364349348968248,0.9699548038874048,0.22079209216062934,0.5199878169496688,0.9463945785426026,0.5454545454545454,0.9723111411806883,0.1982949080279831,0.5306200076074553,0.9281095473564093,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
6,0.2504965017239253,0.20740976929664612,0.5388715449630701,0.9363248674389927,0.23698906164733172,0.514124723977766,0.9489834767379882,0.5496386458729555,0.9405713583635659,0.21734027916001716,0.5214910612400152,0.9330543933054394,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
7,0.24208595355351767,0.20718071858088175,0.5554709510393665,0.9198810389059923,0.26171049649705824,0.4903677758318739,0.9555318662910226,0.5633320654241156,0.9283960396589312,0.23720167799263844,0.498288322556105,0.9410422213769494,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
8,0.23482105632623038,0.2038483073314031,0.573060229955075,0.9019515369804094,0.2835704762684848,0.4676768445899642,0.9601005101652326,0.5758843666793457,0.9140904852325429,0.25829236998215144,0.4800304298212248,0.9463674400912895,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
9,0.22845296065012613,0.2028410683075587,0.5828066702200564,0.8902060353594459,0.2959230297549227,0.45404705703190434,0.9638315693291708,0.5850133130467858,0.9067875271342708,0.27891319667523656,0.4674781285659947,0.9494104222137695,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
10,0.22291388114293417,0.2024325430393219,0.5902687885479327,0.8815373861123892,0.30855553241254735,0.44399604050864233,0.966192035330846,0.5937618866489159,0.902614561331077,0.27987013861257987,0.4579688094332446,0.9494104222137695,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
11,0.21823172767957053,0.19755816459655762,0.6044315845579837,0.8646803910574064,0.325170293151028,0.4268636259803548,0.9691616538490825,0.604792696842906,0.8870298149821432,0.30144660411888785,0.44047166222898443,0.9558767592240396,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
12,0.21405952175458273,0.19484554727872214,0.6112845503692987,0.85232478261905,0.32372449761227534,0.41780248229650496,0.9712936876570472,0.606694560669456,0.877603370801117,0.30816757839487935,0.4397109166983644,0.9551160136934196,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
13,0.21026334663232168,0.19548300902048746,0.6128835757252722,0.8475042996477012,0.33166587065216774,0.414604431584558,0.9726642808193101,0.606694560669456,0.8765693615596286,0.30995146946702357,0.4389501711677444,0.9558767592240396,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
14,0.20701336363951364,0.1913424382607142,0.6217924312799817,0.8339924873661433,0.34451145169902725,0.40363968628645397,0.9747963146272748,0.6143020159756561,0.8647035242547635,0.315794781315433,0.42715861544313427,0.9600608596424496,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
15,0.2041200945774714,0.19438415269056955,0.6217924312799817,0.8366745107161151,0.34131593410669603,0.4029543897053225,0.9754054671438361,0.609357170026626,0.8722774356786396,0.32038905061303263,0.4343856979840243,0.9570178775199696,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
16,0.2015226980050405,0.1921523114045461,0.6267417954770426,0.827008338200709,0.3541972418493189,0.39686286453970915,0.9765476281123886,0.608976797261316,0.86461567428764,0.3167749662430113,0.4305819703309243,0.9608216051730696,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
17,0.19892128805319467,0.1909460574388504,0.6297875580598492,0.8181750441958804,0.3536641058961822,0.39244650879463944,0.9778420772100814,0.6120197793837961,0.859725011770686,0.317763432721821,0.42753898820844427,0.9612019779383796,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
18,0.19646539290746054,0.190066268046697,0.6350414985151908,0.814757495524515,0.3746912187532334,0.38719256833929794,0.9778420772100814,0.6131608976797261,0.8565902589049906,0.31948719218327065,0.4244960060859643,0.9627234689996196,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
19,0.19464453558127084,0.1925502816836039,0.6292545496078581,0.8162816743693201,0.3556045124578677,0.3925987969237798,0.9782227975329323,0.608976797261316,0.8637186368652268,0.321179987988587,0.42944085203499427,0.9619627234689996,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
20,0.19255169729391733,0.1904400736093521,0.6353460747734714,0.8071127766941301,0.36182915370999885,0.38506053453133327,0.9796695347597655,0.6108786610878661,0.8565537353083478,0.3232708501168569,0.42677824267782427,0.9627234689996196,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
21,0.19060724476973215,0.19026298820972443,0.6333663290946471,0.8037200256541394,0.36838810406221373,0.3873448564684383,0.9793649585014849,0.608596424496006,0.856364832861006,0.32154916791855753,0.42829973373906427,0.9634842145302396,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
22,0.18888737758000693,0.1925419718027115,0.6318434478032438,0.8065262933960492,0.36816688371174516,0.38879159369527144,0.979441102566055,0.605173069608216,0.8626786959260221,0.31960302863272355,0.4347660707493343,0.9604412324077596,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
23,0.18702610830465952,0.187377800544103,0.6434173456179091,0.7886518277081211,0.38404805110836754,0.3744765095560801,0.982182288890581,0.6135412704450361,0.8453944644314272,0.32081141019591625,0.4203119056675542,0.9669075694180297,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
24,0.18559102217356363,0.19188719987869263,0.6368689560648747,0.7982260962948098,0.37185556170518824,0.38338536511078963,0.9798218228889058,0.607074933434766,0.8598956278582423,0.32297690393361617,0.4309623430962343,0.9623430962343096,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
25,0.1840567092100779,0.19520134230454764,0.6350414985151908,0.8044680917767882,0.37800369531240235,0.38559354298332443,0.979441102566055,0.605173069608216,0.8712211962924756,0.32981474875502803,0.4343856979840243,0.9608216051730696,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
26,0.18248399595419565,0.1892863263686498,0.6434173456179091,0.7841645402237274,0.3803363846760586,0.37440036549150996,0.9822584329551511,0.607835678965386,0.8511494647339637,0.31889408148486276,0.42829973373906427,0.9642449600608597,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
27,0.18090419471263885,0.1944820135831833,0.638391837356278,0.7935859301120997,0.37704997862062783,0.3804918906571233,0.9811924160511688,0.605173069608216,0.8657983220658892,0.3253563130737191,0.4332445796880943,0.9619627234689996,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
28,0.17955434819062552,0.19382824997107187,0.641589888068225,0.7868699472430737,0.3823529176777502,0.3776745602680271,0.980811695728318,0.604412324077596,0.8610321755628935,0.3268381418725393,0.4328642069227843,0.9631038417649296,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
29,0.178145632147789,0.20377389589945474,0.6273509479936039,0.8125456093700261,0.38297059872859074,0.39572070357115663,0.9769283484352395,0.5918600228223659,0.8914259497941358,0.3349791368532234,0.45264359071890453,0.9558767592240396,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
30,0.17676372826099396,0.19621544082959494,0.6405238711642427,0.7901764005059106,0.38155576936120955,0.3785882890428691,0.9809639838574583,0.600228223659186,0.8713396941180941,0.32602281700807345,0.4397109166983644,0.9604412324077596,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
31,0.17520142098267874,0.19403828183809915,0.6463108200715755,0.779070580184842,0.391415533519615,0.37089773852128227,0.9828675854717125,0.603651578546976,0.8612348789766358,0.32966164576219953,0.4332445796880943,0.9634842145302396,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
32,0.1738970031340917,0.1980710874001185,0.6414375999390848,0.7877467635088082,0.4023019991413905,0.3775222721388868,0.9811162719865987,0.5971852415367059,0.8759315916684814,0.32688707843753323,0.44123240775960443,0.9619627234689996,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
33,0.17232791582743326,0.20275269945462546,0.6382395492271378,0.7945860083787181,0.394453163661103,0.38155790756110564,0.9802025432117566,0.5975656143020159,0.8879672737291583,0.3349741192332946,0.4480791175351845,0.9547356409281096,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
34,0.17113865415255228,0.2017731616894404,0.6377065407751465,0.7935631560366442,0.40221911859932497,0.38216706007766693,0.9801263991471865,0.5907189045264359,0.8884635272833313,0.3267342193608131,0.4503613541270445,0.9593001141118296,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
35,0.16990196208159128,0.19775892794132233,0.6469199725881367,0.77420453456457,0.40490601007357835,0.3708215944567121,0.9822584329551511,0.600228223659186,0.8700624953987686,0.32043515028911146,0.4400912894636744,0.9600608596424496,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
36,0.16850063701470694,0.1992490142583847,0.6476814132338384,0.7737457583336288,0.4041390543893751,0.36998400974644025,0.9823345770197213,0.600228223659186,0.872969587603549,0.3284564569006497,0.4419931532902244,0.9585393685812096,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
37,0.16691057880719504,0.20534220337867737,0.6407523033579533,0.7869016452443869,0.40434638101225023,0.3791212974948603,0.9801263991471865,0.5899581589958159,0.8937692102417056,0.3278679120855541,0.45302396348421453,0.9573982502852796,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
38,0.16602841019630432,0.21108933786551157,0.6349653544506205,0.7986966454050941,0.40256038960276813,0.3859742633061753,0.9790603822432041,0.5850133130467858,0.9106229909548222,0.3269366314294085,0.4598706732597946,0.9558767592240396,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
39,0.16464473803838095,0.20118235548337302,0.6529353536891799,0.7657631970762869,0.40596415660927576,0.3638924845808269,0.9831721617299931,0.602890833016356,0.8788009689890992,0.32826020902300557,0.4362875618105744,0.9612019779383796,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
40,0.16292765736579895,0.19985882937908173,0.6566664128531181,0.7534629250224674,0.4069843840055547,0.3584862559963451,0.984923475215107,0.605173069608216,0.8664083016584473,0.3168269741870336,0.4321034613921643,0.9631038417649296,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
41,0.16171780228614807,0.20577669640382132,0.6490520063961014,0.7717207826114263,0.41360500631699076,0.36937485722987895,0.9815731363740197,0.5952833777101559,0.8940192405146646,0.33057868593599216,0.4473183720045645,0.9581589958158996,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
42,0.1602806697289149,0.2031568984190623,0.6562095484656971,0.759173367419089,0.4194447832763621,0.3601614254168888,0.9836290261174141,0.5987067325979459,0.8807171302987037,0.3194222157513859,0.4393305439330544,0.9627234689996196,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
43,0.15894141296545664,0.20234093566735586,0.6573517094342496,0.7547522787248725,0.4397376965469988,0.35780095941521356,0.9848473311505368,0.599087105363256,0.8816510583548998,0.322206292012422,0.4385697984024344,0.9631038417649296,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
44,0.15781516830126444,0.20604301989078522,0.6576562856925303,0.7598193469010712,0.4223940959233851,0.3584101119317749,0.9839336023756948,0.5914796500570559,0.8899478987186774,0.3194725725658951,0.4473183720045645,0.9619627234689996,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
45,0.1563179443279902,0.2050124059120814,0.6599406076296352,0.7504299124507796,0.4183782835755015,0.35620193405924006,0.9838574583111247,0.599847850893876,0.8849482184406721,0.3230364975011573,0.44161278052491443,0.9593001141118296,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
46,0.15498888989289603,0.20950501163800558,0.6564379806594076,0.7582864585088036,0.41376448416344863,0.3604660016751694,0.983096017665423,0.5899581589958159,0.8986552848178861,0.32560311530425684,0.45226321795359453,0.9585393685812096,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
47,0.15406871338685355,0.20862659315268198,0.6601690398233457,0.7490613935374097,0.4159438569847957,0.3555166374781086,0.9843143226985457,0.5876759224039558,0.8894860512986433,0.31297213552920783,0.45340433624952453,0.9596804868771396,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
48,0.1522600601116816,0.21909094353516897,0.6498134470418031,0.7751914439423838,0.40984325590172316,0.3702885860047209,0.979897966953476,0.5770254849752757,0.926687777199595,0.32236477782323325,0.4689996196272347,0.9547356409281096,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
49,0.15136493742465973,0.20451806485652924,0.6708292088631691,0.7331668551753672,0.42638185863100464,0.34249600243661005,0.9866747887002209,0.5975656143020159,0.8776005284752303,0.3167734135695763,0.4385697984024344,0.9642449600608597,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
50,0.14949039618174234,0.21712968746821085,0.6593314551130739,0.7622339666771105,0.42474037397331527,0.35810553567349424,0.9825630092134318,0.5827310764549258,0.9120570076390813,0.31449182272881043,0.4598706732597946,0.9581589958158996,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
1,0.38994498054186505,0.30899805823961896,0.4872458691844971,1.2668109416344713,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2494483938288128,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
2,0.36792869369188946,0.3019428551197052,0.4872458691844971,1.2448396458072697,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2303045393762329,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
3,0.35487163066864014,0.2946271002292633,0.4872458691844971,1.225196471425731,0.10920540651238993,0.6706007766694586,0.8757328866214878,0.503233168505135,1.2127356712182844,0.11158906882591092,0.6527196652719666,0.8721947508558388,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
4,0.34463932116826373,0.28679728507995605,0.4873220132490672,1.2067528896428017,0.146259219432449,0.6699154800883271,0.8758851747506282,0.503233168505135,1.1957669057206664,0.11161731207289294,0.6523392925066566,0.8721947508558388,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
5,0.3362540404001872,0.2795950969060262,0.4873981573136374,1.190564590350146,0.13597840755735494,0.6671742937638011,0.8767227594609001,0.503233168505135,1.1804594446229881,0.11167384147885541,0.6508178014454165,0.8725751236211488,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
6,0.3293980260690053,0.2726640005906423,0.4873981573136374,1.1760597778487014,0.12204743852310194,0.6642808193101348,0.8774080560420315,0.503233168505135,1.166365833826843,0.11178707224334601,0.6492963103841765,0.8729554963864588,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
7,0.3237779339154561,0.26728464166323346,0.4876265895073479,1.1640797202489934,0.12881725983614192,0.6610827685981878,0.8781694966877331,0.503233168505135,1.154583091403735,0.11204268292682927,0.6489159376188665,0.8725751236211488,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
8,0.31913528839747113,0.2621319691340129,0.48770273357191807,1.1532815969090229,0.12720956105379325,0.6595598873067844,0.878550217010584,0.503233168505135,1.1437016164670353,0.11227087576374745,0.6496766831494865,0.8721947508558388,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
9,0.31529643138249713,0.25831109285354614,0.48770273357191807,1.1442230037920653,0.1226518953283598,0.6600167516942055,0.8783217848168735,0.503233168505135,1.134623695387391,0.11235668789808917,0.6508178014454165,0.8721947508558388,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
10,0.31203927596410114,0.25492340326309204,0.48846417421761973,1.1360927586687726,0.1240571413165648,0.6565141247239777,0.8796162339145663,0.503233168505135,1.1264376589387648,0.11241396890135101,0.6523392925066566,0.8718143780905288,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
11,0.3092339336872101,0.2520390748977661,0.4893017589278916,1.1286765316211553,0.12668466122213615,0.6520977689789081,0.881748267722531,0.503993914035755,1.1189663289502698,0.11618749467586677,0.6485355648535565,0.8737162419170788,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
12,0.3067419131596883,0.2495169242223104,0.4907484961547247,1.1218008982549843,0.13147774073138252,0.6477575572984086,0.8838803015304957,0.504754659566375,1.1120461844667482,0.11864539283894122,0.6443514644351465,0.8748573602130088,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
13,0.3044636845588684,0.24737522999445596,0.49189065712327723,1.115435948936843,0.13510449296087432,0.6446356506510318,0.8852508946927587,0.5070368961582351,1.105755176666157,0.1255210823854084,0.6390262457208064,0.8771395968048687,SGD-2,Modeling,ordinal,3,partial,none,SGD,0.01,0.0,0.0
